id,b,c,v,t
42019047,42,19,47,"& he wæs daighwamlice on þam temple lærende. Soðlice þare sacerde ealdres & þa bokeres & þas folkes ealder-men. smægdon hu hi hine for-don mihten."
42019048,42,19,48,"& hyo ne funden hwæt hyo hym to gylte dyden. Soðlice eal folc wæs abysgod þæt be hym ge-hyrde seggen."
42020001,42,20,1,"Þa wæs ane daige ge-worden. þa he þt folc on þam temple lærde. & heom bodede. þa comen þare sacerde ealdres. & þa bokeres"
42020002,42,20,2,"& to him cwæðen. Sege us on hwilcen anwealde wyrcst þu þas þing. oððe hwæt is se ðe þisne anweald þe sealde."
42020003,42,20,3,"Þa cwæð he heom to andswere. & ich acsige eow an word. andswerieð me;"
42020004,42,20,4,"wæs iohannes fulluht of heofene hwæðer þe of mannen."
42020005,42,20,5,"Ða þohten hyo be-tweox heom & cwæðen. Gyf we seggeð þæt he syo of heofene. he cweð to üs hwi ne ge-lyfde ge hym."
42020006,42,20,6,"Gif we seggeð þæt he syo of mannen eall folc us hænð. hyo wisten gere þt johannes wæs witege."
42020007,42,20,7,"Þa andswereden hyo þt hyo nesten hwanen he wæs."
42020008,42,20,8,"Ða cwæð se hælend to heom. ne ic eow ne segge on hwilcen anwealde ich þas þing werche."
42020009,42,20,9,"He on-gan þa þis bispell to þam folke cwæðen.  Sum man plantede wingeard. & hine sette mid tilien. & he wæs heom feor manegen tide."
42020010,42,20,10,"Ða on oðre tide he sende his þeow to þam tilian þt hyo hym sealden of þas wingeardes wæstme. þa swugedon (sic) hyo þanne & ydelne hine for-leten."
42020011,42,20,11,"Ða sende he oðerne þeow. þa byeton hyo hine and mid teonen ge-wæcende hine for-leten ydelne."
42020012,42,20,12,"Þa sende he þridden. þa wurpen hyo ut þæne ge-wundenne."
42020013,42,20,13,"Ða cwæð þas win-geardes hlaford hwæt do ich. ich asende minne leofne sune wenunge hine hyo for-wandiað þanne hyo hine ge-seoð."
42020014,42,20,14,"Ða hine þa tilian ge-seagen hyo þohten be-tweoxe heom. and cwæðen. Her ys se earfednyme; cumeð uton hine of-slean. þæt syo ehte ure byo."
42020015,42,20,15,"& hyo hine of þam wingearde awurpen ut of-slægen. Hwæt deð þes wingeardes hlaford."
42020016,42,20,16,"He cymd & for-spilð þa tilien & syld þane wingeard oðrum. Hyo cwæðen þa hyo þis ge-hyrden þt ne ge ne (sic) wurðe."
42020017,42,20,17,"Þa be-heold he hyo & cwæð. Hwæt is þt awriten ys. þane stan þe þa werhtan awurpen. þes is ge-worðen on þare hernen heafod."
42020018,42,20,18,"Elc þe fyld ofer þane stan byð for-berst; ofer þane þe he fyld. he to-cwest."
42020019,42,20,19,"Ða sohten þare sacerda ealdres & þa bokeres heora handa on þa tide on hine wurpen. & hyo adredden heom þt folc. Soðlice hyo on-gæten þt he þis bispel to heom cwæð."
42020020,42,20,20,"Þa senden hyo mid searwun þa þe hyo rithwise læten þt hyo hine ge-scyldeden. & þt hyo hine sealden þan ealdren to dome & to þas deman anwealde to for-demænne."
42020021,42,20,21,"Ða axoden hyo hine & cwæðen. Lareow we wite þt þu rihte specst. & lærst. & for nanen men ne wandest. ac godes weig on soðfæstnysse lærst."
42020022,42,20,22,"is hit riht þt man þam caisere gafol sylle þe na."
42020023,42,20,23,"Ða cwæð he to heom. þa he heore facen on-geat. Hwy fandige min."
42020024,42,20,24,"Tewiæð me ænne panig. hwas anlicnysse hafd he; & ofer-ge-writ. Ða cwæðen hyo þas caiseres."
42020025,42,20,25,"Ða cwæð he to heom. Agyfeð þam caisere þa þing þe þas caiseres sende. & gode þa þing þe godes synde."
42020026,42,20,26,"Þa ne mihten hyo his word be-fon be-foran þam folce. þa swugedon hyo wundriende be his andswere."
42020027,42,20,27,"þa ge-nehlacten sume of þam saducëën. þa æt-saceð þas æristes. & axoden hine"
42020028,42,20,28,"& cwæðen. Lareow moyses ut-wrat gyf hwas broðer byð dead & wif hæbbe & sye byð buten bearne þæt his broðer nyme hys wif & his broðer sæd a-wecce."
42020029,42,20,29,"Seofen broðren wæren & se forme nam wif & wæs dead buton bearne."
42020030,42,20,30,"Ða nam se oðer hye; ænd wæs dead buten bearne."
42020031,42,20,31,"þa nam se þridde hy & wæs dead buton bearne. & swa ealle seofene & nän  sæd ne lefden & wæren deade buton."
42020032,42,20,32,"þa ealre ytemest wæs þt wif dead."
42020033,42,20,33,"On þam æriste hwilces heores wif byð þt."
42020034,42,20,34,"Þa cwæð se hælend to heom þisse worulde bearn wifieð & byð to gyfton ge-sealde."
42020035,42,20,35,"ða ðe synde þare werulde wurðe. & æristes of deaðe ne gyftiað hy  ne wif ne lædeð."
42020036,42,20,36,"ne ofer þt sweltan ne magen. & hyo synden soðlice ænglen ge-lice & hyo synden godes bearn. þanne hyo synden æristes bearn."
42020037,42,20,37,"for-þam þe soðlice deade ariseð. & moyses atewde wið ænne beig-beam. swa he cwæð. Drihten abrahames god. & ysaacs god. & iacobes god."
42020038,42,20,38,"nys god deadre ac libbendra; ealle hyo him libbeð."
42020039,42,20,39,"Ða andswerede him sum þare bokere & cwæðen. lareow; wel þu cwæðe."
42020040,42,20,40,"& hyo hine leng ne dorston ænig þing axien."
42020041,42,20,41,"Ða . he to heom. Hwi seggeð hyo þt crist sy dauiðes sune."
42020042,42,20,42,"& dauid cweð on þam sealme. Drihten sæde to minen drihtne. site on minen swiðren healfe"
42020043,42,20,43,"od þt ic asette þine feond to fot-scamele þinre fote."
42020044,42,20,44,"Dauid hine cleopeð drihten. & hu mæte is he his sune."
42020045,42,20,45,"Þa saigde he his leorning-cnihten ealle folce ge-herende."
42020046,42,20,46,"Warnieð eow wið þa bokeres. þa þe willeð on ge-gyrlan gan. & lufige gretunge on stræte. & þa yldest settl on ge-samnugan. & þa formen þeninge on ge-beorscipen."
42020047,42,20,47,"þa for-swelgeð wudewena  us hiwgende lang ge-bed. þa on-foð mare ge-nyðerunge."
42021001,42,21,1,"Þa he hine be-seah; he ge-seah þa welian heore lac senden on þane sceoppan."
42021002,42,21,2,"Ða ge-seah he sume earme wudewan bringen twegen ferðinges."
42021003,42,21,3,"Þa cwæð he soð ic eow segge þæt þeos earme wudewe ælre mæst brohte."
42021004,42,21,4,"Sodes ealle þas brohten gode lac of heore micelen welen. þeos wudewe brohte of þam þe hyo hafde ealle hire andlyfene."
42021005,42,21,5,"& þa cwæð he to þam þe saiden be þam temple þt hit wære ge-glenged mid goden stanen & goden gyfen."
42021006,42,21,6,"Ðas þing þe ge ge-seoð. þa dages cumeð on þan ne beoð stan lefed ofer stan; þe ne beo to-worpen."
42021007,42,21,7,"Þa axoden hyo hine. La be-beodend. hwanne beoð þas þing. & hwilcne tacne beoð þanne þas þing ge-wurðeð."
42021008,42,21,8,"Ða cwæð he warnieð eow þt ge ne byon be-swikene. manege cumað on minen namen & cweðed. Ic hit eom. & tid ge-nehlæceð. ne fare ge æfter heom."
42021009,42,21,9,"ne beo ge bregede þanne ge ge-seoð ge-feoht & twirednyssa. Ðas þing ge-byriað ærest. ac nys þanne gyot ende."
42021010,42,21,10,"Ða cwæð he to heom. Þeode arist agen þeode. & rice agen rice."
42021011,42,21,11,"& beoð mycele eorðe steriunge. geond stowa; & cwalmes. & hunger & egsan on heofene & mychele tacne beoð."
42021012,42,21,12,"ac to-foren eallen þisen hyo nymeð eow & ehteð syððan eow on ge-samnunge. & on hyrdnyssa. & ladeð eow to kyningen. & to demen for minen namen."
42021013,42,21,13,"þis eow ge-byrieð on ge-witnesse."
42021014,42,21,14,"Ne scule ge on eowren heorten for-smeagen hu ge andswerien;"
42021015,42,21,15,"ic selle eow muð & wisdom. þam ne magen ealle eower wiðer-winnan wiðstanden & wið-cweðan."
42021016,42,21,16,"Ge beoð ge-sealde fram magen & ge-broðren. & cuðen. & freonden. & hyo eow to deaðe ge-swenced."
42021017,42,21,17,"& ge byoð eallen on hatigenga for minen name."
42021018,42,21,18,"& ne for-wurð a locc of eowren hæfde."
42021019,42,21,19,"On eowren ge-þelde ge ge-healded eowre sawle."
42021020,42,21,20,"Þanne ge ge-seoð ierusalem mid here be-tremed. witeð þt heore to-worpnysse ge-neohlæcð."
42021021,42,21,21,"þanne fleod on muntes þa þe on iudea synde. & niðer ne astigeð þa þe on hire midlene synd. & in-to here  hus ne mugen þa þe þær-ute synden."
42021022,42,21,22,"for-þan þe þis synden wræce dages. þt ealle þing seon ge-fylde. þe awritene synde."
42021023,42,21,23,"Soðlice wa eacnigenden wife & fedenden on þam dagen þanne beoð mychel ofþricodnys. ofer eorðen. & yrre þisen folce."
42021024,42,21,24,"& hyo falleð on sweordes egge. & beoð hæftlinges on eallen þeodan. Ierusalem beoð fram þeoden for-treden oð mægþa tide syen ge-fyllede."
42021025,42,21,25,"And beoð tacne on sunnen & on monan & on steorren. & on eorðan þeoda for-þrecednyss. for ge-drefednysse. sæs sweges & yrða (sic)"
42021026,42,21,26,"byfigengan mannen for eige & an-bide ealle þa ymbbe-hrifte (sic) to be-cumað. þanne byð heofenes mihte astirede."
42021027,42,21,27,"& þanne hyo ge-seoð mannes sune on lifte cumende mid michelen an-wealde & mægen-þrimme."
42021028,42,21,28,"Þanne þas þing aginneð be-seoð & eowre heafde up ahebbeð. for-þam þe eower alysednesse ge-neahlæceð."
42021029,42,21,29,"Ða saigde he heom sum byspell. be-healdeð þanne fic-beam. & ealle treowa."
42021030,42,21,30,"þanne hyo wæstme bringeð ge witeð þt sumer is ge-hende."
42021031,42,21,31,"Ænd þone ge þas þing ge-seoð witað þt godes rice is ge-hende."
42021032,42,21,32,"Soðlice ich eow segge þt þeos cneores ne ge-wit ær þam þe ealle þas þing ge-wurðon."
42021033,42,21,33,"Heofene & eorþe ge-witeð; soðlice mine word ne ge-witað."
42021034,42,21,34,"Wærnieð eow þi-læs eower heorten ge-hefegede synd on ofer-fylle & on druncenesse & þises lifes carun & on eow syo se færlice daig be-cume"
42021035,42,21,35,"swa swa grin. He be-cymð on ealle þa þe sitteð ofer eorðan ansiene."
42021036,42,21,36,"wakieð on ælcere tide & biddað þt ge wurðe syn. þt ge þas to-wearde þing for-flean & standen be-foran mannes sune."
42021037,42,21,37,"Soðlice he wæs on daig on þam temple lærende. & on niht he eode & wunede on þam munte þe ys cweðen oliuetj."
42021038,42,21,38,"& eall folc com on morgen to him to þam temple þæt hyo hine ge-hyrdon."
42022001,42,22,1,"Þa soðlice ge-neahlacte freols-daige azimorum se ys ge-cweðen eastre."
42022002,42,22,2,"& þare sacerda ealdres & þa bokeres smægdon hu hyo hine forspildon. Soðlice hyo adredden heom þt folc."
42022003,42,22,3,"Ða eode sathanas on iudam se wæs oðre name scariot an of þam twelfen."
42022004,42,22,4,"þa ferde he & spræce mid þare sacerde ealdre mannen. & ðugede (sic) ealdren hu he hine heom sealde."
42022005,42,22,5,"And hyo fagenedon & hym weddeden feoh to syllene."
42022006,42,22,6,"& he be-het. & he sohte hu he æðelicest hine beften þare manigeo ge-sealde."
42022007,42,22,7,"Ða com se daig azimorum on þam hyo wolden heore eastren ge-wyrcan"
42022008,42,22,8,"& he sende petre & iohanne. & cwæð to heom. fared & gearewiað us þt we ure eastren ge-wyrcen."
42022009,42,22,9,"Ða cwæðen hyo. hwær wilt þu þæt we gearewien."
42022010,42,22,10,"& he cwæð to heom. Nu þanne ge on þa cestre gað; eow an-gen eornð an man mid wæter-buke. fylgieð hym on þt hus þe he ingað;"
42022011,42,22,11,"& seggeð þam hus-hlaforde. vre lareow þe segð. hwær ys cumena hus þær yc min eastren wyrce mid mjnen leorning-cnihten."
42022012,42,22,12,"& he eow be-tæcð mycele healle ge-dæfte ge-garewiad þara."
42022013,42,22,13,"Ða ferden hyo & ge-metten swa he heom saigde. & hyo gearewedon eastren."
42022014,42,22,14,"Ænd þa time wæs he sett & his twelf apostles mid hym."
42022015,42,22,15,"& he saigde heom. Of ge-wilnenge ic ge-wilnede mid eow æten þas eastren ær ich forð-fare."
42022016,42,22,16,"Ic eow segge þæt ic heonen-forð ne eta. ær hyt syo on godes rice ge-fylled."
42022017,42,22,17,"ænd on-feng calice. & þances dede & cwæð. On-foð & dæled be-tweoxe eow."
42022018,42,22,18,"Soðlice ic eow segge þt ich ne drinke of þises wingearde kynne ær godes rice cume."
42022019,42,22,19,"And he on-feng hlaf & þancode & heom sealde & cwæð. Þis ys myn lichame se is for eow ge-seald. doð þis on minen ge-mynde."
42022020,42,22,20,"Ænd swa eac þanne calic; syððen he ge-eten hafde & cwæð. Þes calic is niwe cyðnis on minen blode se beoð for eow agoten."
42022021,42,22,21,"Ðah-hwædere her ys þes læwen hand mid me on myssan."
42022022,42,22,22,"& witodlice manne (sic) sune gæð æfter þam þe him for-stihteð wæs. Ðeah-hwæðere wa þam men þe he þurh ge-seald beoð."
42022023,42,22,23,"And hyo ongunnen be-tweox heom smægen hwilc of heom þt to donne wære."
42022024,42,22,24,"Ænd hyo fliten be-tweoxe heom hwilc heore wære yldest."
42022025,42,22,25,"Ða saide he heom kyninges wealded heore ðeode. And þa þe anweald ofer hyo hæbbeð synde fremfulle ge-nemnede"
42022026,42,22,26,"ac ne beo ge na swa. Ac ge-wurðe he swa swa gingre se ðe yldre ys be-tweox eow. And se forsteppend ys beo he swilce he þein syo."
42022027,42,22,27,"Hwæðer ys yldre se ðe ðenað þe se þe sytt. witodlice se þe sit. Ic eom on eowren midlene swa swa se þe þenað."
42022028,42,22,28,"Ge synden þe mid me þurh-wunedan on minen ge-swinchen."
42022029,42,22,29,"& ic eow dihte swa min fader me rice dihte."
42022030,42,22,30,"þt ge æten & drincan ofer mine mysan on minen rice & ge sitten ofer þrim-settel demende twelf mæðe israel."
42022031,42,22,31,"Ða cwæð drihten. symon symon nu sathanas gyrnde þæt he eow riddrede swa swa hwæte."
42022032,42,22,32,"Ic ge-bæd for þe þt þin ge-leafe ne ge-teorige. Ænd þu æt sume cyre ge-wend &-tryme þine broðre."
42022033,42,22,33,"Ða cwæð he drihten ic eom gære to farene mid þe ge on cwarterne ge on deað."
42022034,42,22,34,"Þa cwæð he. Ic segge þe petrus; ne cræwð se cöc to-daig ær þu me æt-secst þreowe."
42022035,42,22,35,"Þa cwæð he to heom. Ða ich eow sende buton seode & codde. & ge-scy. wæs eow anig þing wane. Ða cwæðen hyo nan þing."
42022036,42,22,36,"Ða cwæð he. ac se þe hæfð seod gelice nyme codd. & se þe næfð sylle hys tunecan & begge hym sweord."
42022037,42,22,37,"Soðlice ich segge eow þt gyot scel byon ge-fulled. þt be me awriten ys. & þt he mid rihtwisan ge-teald wæs. Witodlice þa þing þe be me synd hæbbeð ænde."
42022038,42,22,38,"& hyo cwæðen. drihten her synde twa sword. & he . þæt ys ge-noh."
42022039,42,22,39,"Ænd æfter ge-wunen he ut-geode on þanne munt oliuarum. þt ys elebgerena (sic). & his leorning-cnihtes hym fylgdon."
42022040,42,22,40,"& þa he com to þare stowe he sæde heom. ge byddað þt ge on costnenga ne gan."
42022041,42,22,41,"And he wæs fram heom aloken swa mycel swa ys anes stanes werp. & ge-beigden cneowen he hine ge-bæð."
42022042,42,22,42,"& cwæð. Fader gyf þu wilt; afyr þisne calic fram me þeah-hwæðere ne ge-wurðe min wille ac þin."
42022043,42,22,43,"Ða tywde (sic) him godes ængel of heofene & hine ge-strangode."
42022044,42,22,44,"& he wæs on ge-winne. & hine lange ge-bæd. & his swat wæs swilce  blodes dropen on eorðe eornende."
42022045,42,22,45,"& þa he of ge-bede aras; & com to hys leorning-cnihten. he hyo funde slæpende for sarignesse."
42022046,42,22,46,"& he saide heom; hwi slæpe ge; arisað & biddað þæt ge on costnunge ne gan."
42022047,42,22,47,"Hym þa þa gyt swæccenden (sic). Þa com þt wered & him to-foren eode an of þam twelfen. se wæs ge-nemned iudas. & he ge-neahlahte þam hælende þt he hine keste."
42022048,42,22,48,"Ða cwæð se hælend. judas. mannes sune þu mid cosse sylst."
42022049,42,22,49,"Ða ge-seagen þa þe hym abuton wæren. þæt þær toward wæs & cwæðen. drihten sla we mid sweorde."
42022050,42,22,50,"Þa sloh heore an þare sacerda ealdres þeow & his swiðre eare of-akarf."
42022051,42,22,51,"Ða andswerede se hælend læted þus. & þa he æt-ran his eare he hit ge-hælde."
42022052,42,22,52,"Þa cwæð se hælend to þam ealdor-mannen & to þam witon & to þas temples ealdren. Ge ferden to me swa swa to anen sceaðen. mid sweorden. & mid sæglen. þt ge me ge-fengen."
42022053,42,22,53,"Ða ich wæs daighwam-lice mid eow on þam temple. ne aþeneden ge eower handa on me. ac þis ys eower tid & þeostre anweald."
42022054,42,22,54,"Ða namen hyo hine & lædden hyne to þare sacerde ealdres huse. & petrus felygede feorran."
42022055,42,22,55,"And petrus wæs mid heom on middan þam cafertune þær hyo æt þam fyre sæton."
42022056,42,22,56,"Ða hine ge-seah sum þinen æt leohte sittende & hine be-heold. þa cwæð hye. & þes wæs mid hym."
42022057,42,22,57,"Ða æt-soch he. & . eale wif ne can ich hine."
42022058,42,22,58,"& þa embe litel hine ge-seah oðer. & cwæð. þu ert of heom. Ða cwæð petrus. eale man ic ne eom."
42022059,42,22,59,"& þa æfter litlen faece swilce anre tide sum oðer saigde & cwæð. Soðlice þes wæs mid eom. witodlice he ys galileisc."
42022060,42,22,60,"Þa cwæð petrus. eala mann nat ich hwæt þu sægest. And þa hyo þæt spræken samnunga se coc creow."
42022061,42,22,61,"Þa drihten be-wende hine & be-seah to petre. Ða ge-munede petrus drihtnes wordes þe he cwæð. þæt þu min æt-sæcst þrewa to-daig ær se coc crawe."
42022062,42,22,62,"Ða eode petrus ut & biterlice weop."
42022063,42,22,63,"& þa þe þane hælend heolden hine bismeredon & beoton."
42022064,42,22,64,"& ofer-wrugen hys ansiene. & þurscen his nebb. & axoden hine ared wlych (sic) ys se þe þe smat."
42022065,42,22,65,"And manega oðre þing hyo hym to cwæðen. desigende."
42022066,42,22,66,"And þa þa daig wæs. þa to-gædere comen þas folces aldren & þare sacerda ealdor-menn. & bokeras. & lædden hine to heore ge-mote & cwæðen."
42022067,42,22,67,"Sege us gyf þu syo crist. Ða cwæð he. Þeah ich eow segge; ge me ne lyfað."
42022068,42,22,68,"þeah ich eow axsie ge ne andsweriað me. ne ne for-læteð."
42022069,42,22,69,"Heonen-forð byoð mannes sune sittende on godes mægnes swiðre healfe."
42022070,42,22,70,"Ða cwæðen hyo ealle ert þu godes sune; Ða cwæð he. ge seggeð þæt ich eom."
42022071,42,22,71,"And hyo cwæðen. hwi georne we geot ge-witnysse. we sylfe ge-herden of his muðe."
42023001,42,23,1,"Ða aras eall heora manigeo & lædden hine to pilate."
42023002,42,23,2,"& agunnen hine wreigen & cwæðen. Ðisne we ge-metton for-hwerfende ure þeode. & for-beodende þt man þam caysere gafol ne sealde. & sægð þæt he syo crist kyning;"
42023003,42,23,3,"Ða axode pilatus him ert þu iudea cyng; þa andswerede he. þu hyt sægst."
42023004,42,23,4,"Þa  pilatus to þam ealdren & þam werede. ne finde ich nænne intinge on þisen men."
42023005,42,23,5,"Þa hlydden hyo & cwæðen. He astyred þis folc lærende þurh ealle iudean aginnende of galileam oð hider."
42023006,42,23,6,"Ða pilatus ge-hyrde galileam. he axode hwader he wære galileisc man."
42023007,42,23,7,"& þa he ge-cneow þt he wæs of herodes anwealde. he hine agen-sende to herode. he wæs on þam dagen on ierusalem."
42023008,42,23,8,"Soðlice herodes fagenede þa he þanne hælend ge-seah. langere tide he wilnode hine ge-seon. for-þan þe he ge-herde mychel be him. & he hopede þt he ge-seage sum taken þe fram him ge-wurðe."
42023009,42,23,9,"Þa axode he hine manege worden. & he naht ne andswerede."
42023010,42,23,10,"Ða stoden þare sacerda aldres hine anrædlice wreigende."
42023011,42,23,11,"Ða ofer-hugede herodes hine mid hys hyrde & bisemerede hine ge-scridne mid hwiten reafe. & hine agen-sente to pilaten."
42023012,42,23,12,"And on þam daige wurðen herodes & pilatus ge-freond. Soðlice hyo wæren ær ge-feond heom be-tweonen."
42023013,42,23,13,"Ða cwæð pilatus to þare sacerda ealdren. & ðugeðe (sic) ealdren & to þam folke."
42023014,42,23,14,"Ge brohten me þisne man swilce he þis folc for-hwyrfde. & nu ich be-foren eow axiende. ich nænne intinge finden ne maig on þisen men. of þan þe ge hine wreigeð."
42023015,42,23,15,"Ne for-þan herodes. ich hine asende agen to him. & him naht þæs lices deade ge-don wæs."
42023016,42,23,16,"ich hine ge-betne for-læte."
42023017,42,23,17,"Niede he scolde heom for-gefen ænne to heore freols-daige."
42023018,42,23,18,"Þa grette eall þæt folc to-gadere. & cwæð. Nym þisne & for-gyf us barraban."
42023019,42,23,19,"se wæs for sumere twirednysse & man-slehte of cwarterne asend."
42023020,42,23,20,"Eft spræc pilatus to heom & wolde for-læten þane hælend."
42023021,42,23,21,"Ða gretten hyo & cwæðen. ä-hö hine ä-ho hine."
42023022,42,23,22,"Ða cwæð he to heom ðridde syðe. Hwæt dyde þes yfeles. ne afunde ic nan þing yfeles on þise men. þæt he syo deaðes scyldig. ic hine þreage & for-læte."
42023023,42,23,23,"And hyo stoden & mycelere stefne bæden þt he wære ä-hangen. & hire stefne sweðeredon."
42023025,42,23,25,"& he for-gef heom þane þe wæs for manslihte & sumere sake on cwarterne þane hyo bæden. & þane hælend he sealde to hire willan."
42023026,42,23,26,"And þa hyo hine lædden hyo ge-fengen sumne cyreniscan symonem se com of þam tune. & þa rode him onsetten. þt he hyo bære æfter þam hælende."
42023027,42,23,27,"hym felgede mycel wered folces & wife. þa hine heofen & weopen."
42023028,42,23,28,"Þa cwæð se hælend be-wend. Eala dohter ierusalem; nelle ge ofer me wepen. ac wepeð ofer eow sylfe. & ofer eower bearn."
42023029,42,23,29,"for-þan þa dages cumeð on þam hyo cweðeð. eadige synden þa un-temenden & in-noðes þe ne akenden. & þa breost þe ne sucen."
42023030,42,23,30,"þanne aginneð hyo cweðen to þam munten falled ofer us. & to bergen ofer-wreod us."
42023031,42,23,31,"for-þan gyf hyo on grenen treowe þas þing doð. hwæt doð hyo on þam dreigen."
42023032,42,23,32,"And mid hym wæren ge-lædde twege oðre manfulle þt hyo wæren of-slegene."
42023033,42,23,33,"& syððen hyo comen on þare stowe. þe ys ge-nemned caluarie þæt ys heafed-panne stow. þær hyo hine hengen. & ænne scaþan on hys swydren healfe & oðer on hys wenstran."
42023034,42,23,34,"Þa cwæð se hælend fader for-gef heom for-þan hy nyten hwæt hyo doð. Soðlice hyo dælden his reaf & wurpen hloten."
42023035,42,23,35,"& þt folc stod ge-ambadiende. & þa ealdres hine tælden mid heom & cwæðen. Oðre he ge-hælde. hine sylfne he ge-hæle gyf he syo godes ge-corene."
42023036,42,23,36,"And þa cempen hine bysmereden. ænd hym æched brohten."
42023037,42,23,37,"& þus cwæðen. Gyf þu syo iudea kyning ge-do þe sylfne halne."
42023038,42,23,38,"Ða wæs his ofer-ge-writ ofer hine awriten. grekiscen stafen & hebreiscen. þis is judea kyning."
42023039,42,23,39,"And (sic) of þam scaðen þe mid hym hangede. hine gremede. & . Gyf þu crist ært ge-hæl þe sylfne & unc."
42023040,42,23,40,"Ða andswerede se oðer & hine þreadde & cwæð. Ne þu god ne on-drædst. þæt þu ert on þare ylcan ge-nyðerunge."
42023041,42,23,41,"& we her  witodlice be uncer ær-dæden on-foð. Soðlice þes naht yfeles ne dyde."
42023042,42,23,42,"& he cwæð to þam hælende. Drihten ge-mune þu me. þanne þu kymst on þin rice."
42023043,42,23,43,"Þa cwæð se hælend to hym. to-daig þu byst mid me on paradise."
42023044,42,23,44,"Ða wæs neoh syo sixte tid. & þeostre wæren ofer ealle eorðan. oððan nigeþen tide."
42023045,42,23,45,"& sunne wæs astyred & þas temples wahrift wærð to-sliten on midden."
42023046,42,23,46,"Ða . se hælend clepiende mycele stefne. Fader ich be-beode minne gast on þinre hande. & þus cweðende he forð-ferde."
42023047,42,23,47,"Ða se hundred-man ge-seah þt þær ge-worðen wæs. he god wuldrede. & cwæð. Soðlice þes man wæs rihtwis."
42023048,42,23,48,"& eall wered þe æt þisse wæfernyssen wæren & ge-seagen þa þing þe ge-worðen wæren. agen ge-wende heore breost beoten."
42023049,42,23,49,"Ða stoden ealle his cuðan feorren. & þa wif þe hym felgden fram galilea þas þing ge-seonde."
42023050,42,23,50,"& þa an man on namen ioseph se wæs ge-refe. & god wer & rihtwis."
42023051,42,23,51,"þes ne ge-ðwærede hyore ge-þohte & hyra dæden fram arimathia iudëë cestre. se sylfe ge-ambadede godes riche."
42023052,42,23,52,"þes ge-neahlahte to pilate & bæd þas hælendes lichamen."
42023053,42,23,53,"and niðer-aleigde hine. & on scetan be-feold. & leigde hine on aheawene byregene on þare næs na geot on änig aleigð."
42023054,42,23,54,"And þa wæs se daig parasceue þt is gegarewunge & sæter-daig on-lihte."
42023055,42,23,55,"Ða wif þe hym felgden. þe comen mid hym of galilea hyo ge-seagen þa byrigenne & hu his lichame aligd wæs."
42023056,42,23,56,"& hyo chyrden & gerewedon wyrt-ge-mang & sealfe. & on sætern-daig hyo ge-stylden æfter be-bode."
42024001,42,24,1,"On anan reste-daige swiðe ær on daig-rede hyo comen to þare byregene & bæren mid heom þa wertege-mang þe hyo gærewedon"
42024002,42,24,2,"& hyo funden þane stan awyltne of þare byregene."
42024003,42,24,3,"And þa hyo in-to þare byrigene eoden hyo ne gefunden na þæs hælendes lichamen."
42024004,42,24,4,"Ænd þa wæs ge-worðen þa hyo on mode afereden wæren be þysen. þa stoden twegen weres wið hyo on hwiten reafe."
42024005,42,24,5,"& þa hyo adredden & heore andhwliten on eorðan heoldan hyo cwæðen to heom. Hwi sece ge libbendne mid deaden."
42024006,42,24,6,"nis he her ac he aras. Be-þencheð (sic) hu he spæc wið eow. þa geot þe he wæs on galilea."
42024007,42,24,7,"& cwæð. Ðæt mannes sune beoð ge-seald on hande synfulle manne. & beon ahangen. & þa þridden daige arisan."
42024008,42,24,8,"& hyo gemunda his worda."
42024009,42,24,9,"& hyo ge-wenten fram þare byregene & kydden eall þis ðam endlefenen & eallen oðren."
42024010,42,24,10,"Soðlice wæs maria magdalene. & Iohanna & maria Iacobi. & oðre þe mid heom wæren. & þa saigdon þas þing þam apostlen"
42024011,42,24,11,"& þas word wæren ge-þuhte be-foren heom swa woffung & hyo ne ge-lefden heom."
42024012,42,24,12,"Ða aras petrus. & arn to þare byregene & alutede. he ge-seah þa linwæde sylfe aleigde. & he ferde wundriende. þas þær ge-worðen wæs."
42024013,42,24,13,"And þa ferden twegen of heom on þt castel þæt wæs on fæce sixtig furlenga fram ierusalem. on naman emaus."
42024014,42,24,14,"& hyo spæcen heom be-tweonen be eallen þan þe þær ge-worðene wæren."
42024015,42,24,15,"And þa hyo spelleden & mid heom smeagden. se hælend ge-nehlahte. & ferde mid heom."
42024016,42,24,16,"Soðlice heore eagen wæren for-hæfde. þt hyo hine ne cneowen."
42024017,42,24,17,"& he cwæð to heom. Hwæt syndon þa spæce þe gyt recceð me be-tweonen gangende & synden un-rote."
42024018,42,24,18,"Ða andswerede hym an þas name wæs cleophas. & . eart þu ane for-wrecen on ierusalem. & nystest þu þa þing þe on hire ge-worðen synde on þissen dagen."
42024019,42,24,19,"He saide þa. hwæt synde þa þing. Ænd hyo saiden þa be þam nazarenisce hælende. se wæs wer & witege mihtig. on spræce & on weorce. be-foren gode & eallen folce."
42024020,42,24,20,"& hu hine sealden þa heah-sacerdas. & ure ealdres on deaðes nyðerunge & ahengen hine."
42024021,42,24,21,"We hopeden þt he to alysende wære israel. & nu is se þridde daig to-daig. þt þis wæs ge-worðen."
42024022,42,24,22,"& eac sume wif of ure us bregden. þa wæren ær leohte æt þare byregene."
42024023,42,24,23,"& na his lichame ne ge-seagen. hyo comen & saiden þæt hyo ge-seagen engle ge-sihðe. þa seggeð hine libban."
